ID,Titre,Genre,Pays_origine,Budget,Recettes,Nombre_votes,Note_moyenne,Realisateurs,Acteurs_principaux,Date_sortie
2420,Old Guy,Action Comédie Policier,"United Kingdom, United States of America",0.0,0.0,125.0,5.72,Simon West,"Christoph Waltz, Lucy Liu, Cooper Hoffman, Karishma Navekar, Desmond Edwards",2024
2421,Old Henry,Action Western Thriller,,0.0,0.0,322.0,7.3,,,2021
2422,Oliverio & the Pool,Drame Comédie,,837924.0,0.0,0.0,,,,2022
2423,Olpo Holeo Sotti,Drame Romance,,99000.0,99999.0,0.0,,,,2021
2424,Omen,Drame,,1046000.0,0.0,0.0,,,,2023
2425,On Our Watch,Comédie,,0.0,0.0,199.0,6.4,,,2021
2426,On the Line,Action Policier,,0.0,11772156.0,27.0,7.9,,,2021
2427,On the Rocks,Drame Comédie Romance,United States of America,0.0,992103.0,1210.0,6.13,Sofia Coppola,"Bill Murray, Rashida Jones, Marlon Wayans, Jessica Henwick, Jenny Slate",2020
2428,One Half of Me,Drame,,936000.0,0.0,4.0,5.0,,,2020
2429,One Last Time,Western,,75000.0,0.0,0.0,,,,2020
2430,One Life at a Time,Drame,,100000.0,100000.0,0.0,,,,2020
2431,One Night in Bangkok,Action Thriller,,0.0,0.0,162.0,6.9,Wych Kaosayananda,"Mark Dacascos, Vanida Golten, Prinya Intachai",2020
2432,One Night in Miami...,Drame,,0.0,0.0,563.0,7.1,Regina King,"Kingsley Ben-Adir, Eli Goree, Aldis Hodge",2020
2433,One Piece Film - Red,Animation Aventure Action Fantastique Musique,Japan,0.0,171315305.0,1633.0,7.27,谷口悟朗,"Mayumi Tanaka, Kazuya Nakai, 池田秀一, Kaori Nazuka, Akemi Okamura",2022
2434,One Second,Drame Historique,,1250000.0,10791301.0,61.0,7.6,,,2020
2435,One Shot,Action,,0.0,29439.0,778.0,6.8,,,2021
2436,One Way,Policier Thriller,,0.0,0.0,88.0,6.4,,,2022
2437,One Word,Documentaire,,294000.0,0.0,0.0,,,,2020
2438,One and the Same,Science-Fiction,,350000.0,0.0,7.0,5.7,,,2021
2439,One for the Road,Horreur Fantastique Mystère,,50000.0,0.0,1.0,10.0,Baz Poonpiriya,"Chutimon Chuengcharoensukying, Yayaying Rhatha Phongam, Thanapob Leeratanakachorn",2021
2440,One of Them Days,Comédie,United States of America,14000000.0,51648144.0,178.0,6.75,Lawrence Lamont,"Keke Palmer, SZA, Joshua David Neal, Aziza Scott, Patrick Cage",2025
2441,One of These Days,Drame,,5217000.0,0.0,2.0,5.5,,,2021
2442,Only,Science-Fiction Drame Action Romance,,0.0,0.0,99.0,5.5,,,2020
2443,Only Fools Rush In,Romance Action Comédie,,0.0,82155900.0,9.0,6.3,,,2022
2444,"Onoda: 10,000 Nights in the Jungle",Drame Aventure Guerre,,4700000.0,0.0,90.0,7.1,,,2021
2445,Onyx the Fortuitous and the Talisman of Souls,Horreur Comédie,,610467.0,0.0,1.0,6.0,,,2023
2446,Operation Christmas Drop,Comédie Familial Romance TV Movie,,0.0,0.0,472.0,6.5,,,2020
2447,Operation Hyacinth,Thriller,,0.0,0.0,60.0,6.71,,,2021
2448,Operation Luchador,Comédie Drame,,60000.0,0.0,0.0,,,,2021
2449,Operation Mincemeat,Guerre Historique Drame,,0.0,0.0,464.0,6.5,,,2022
2450,Operation Olipporu,Action Comédie Thriller,,1500000.0,0.0,1.0,6.0,,,2021
2451,Operation Varsity Blues: The College Admissions Scandal,Documentaire Policier Drame,,0.0,0.0,112.0,7.0,,,2021
2452,Oppenheimer,Drame Historique Histoire,"United Kingdom, United States of America",100000000.0,952000000.0,17984.0,8.08,Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr., Florence Pugh",2023
2453,Opus,Horreur Mystère Thriller,United States of America,10000000.0,2183539.0,97.0,5.64,Mark Anthony Green,"Ayo Edebiri, John Malkovich, Juliette Lewis, Murray Bartlett, Melissa Chambers",2025
2454,Opération Fortune : Ruse de guerre,Action Thriller Comédie,"Turkey, United Kingdom, United States of America",50000000.0,48983306.0,1924.0,6.54,Guy Ritchie,"Jason Statham, Aubrey Plaza, Josh Hartnett, Hugh Grant, Cary Elwes",2023
2455,Opération Portugal,Comédie,,1400000.0,3795575.0,54.0,5.2,,,2021
2456,Opération Warhorse,Action Guerre Drame,United States of America,0.0,0.0,310.0,7.23,"William Kaufman, Johnny Strong","Johnny Strong, Athena Durner, Raj Kala, James Sherrill, Siya Rostami",2023
2457,Originless,Horreur Thriller,,0.0,0.0,50.0,5.5,,,2020
2458,Orphaned,Documentaire,,66369.0,0.0,0.0,,,,2021
2459,Oslo,TV Movie Drame Historique,,0.0,0.0,68.0,6.7,,,2021
2460,Other People's Children,Drame,,0.0,0.0,61.0,6.8,,,2022
2461,Others Before Self,Documentaire,,100000.0,0.0,0.0,,,,2021
2462,Ouija Shark,Horreur Comédie,,300.0,0.0,968.0,4.9,Brett Kelly,"Steph Goodwin, Zoe Towne, Robin Hodge",2020
2463,Our Father,Drame,,0.0,0.0,181.0,6.6,,,2020
2464,Our Father,Documentaire Policier,,0.0,0.0,129.0,6.5,,,2022
2465,Ours pour un et un pour t'ours : le film,Animation Aventure Familial Comédie TV Movie Téléfilm,United States of America,0.0,0.0,1561.0,7.85,Daniel Chong,"Eric Edelstein, Bobby Moynihan, Demetri Martin, Marc Evan Jackson, Keith Ferguson",2020
2466,Out,Animation Comédie Drame Fantastique Familial Romance,,0.0,0.0,144.0,7.49,,,2020
2467,Out of Death,Action Thriller,,0.0,95813.0,185.0,5.9,,,2021
2468,Out of My League,Romance Comédie,,0.0,0.0,411.0,7.0,Alice Filippi,"Giuseppe Maggio, Ludovica Francesconi, Jozef Gjura",2020
2469,Out of Time: The Material Issue Story,,,750000.0,0.0,31.0,0.0,Balin Schneider,"Mike Zelenko, Ted Ansani, Material Issue",2021
2470,Outlaws,Drame Western,,50000.0,0.0,0.0,,,,2020
2471,Outlaws,Policier,,0.0,0.0,167.0,6.9,,,2021
2472,Outlier,Horreur Thriller Science-Fiction Drame,,50000.0,0.0,6.0,5.3,,,2021
2473,Overdose,Action Policier Thriller,,0.0,0.0,134.0,6.58,,,2022
2474,Overlord : The Sacred Kingdom,Action Aventure Animation Fantastique,Japan,0.0,7614966.0,108.0,7.9,伊藤尚往,"Satoshi Hino, 青山吉能, Hitomi Nabatame, Saori Hayami, Haruka Tomatsu",2024
2475,Oxygen,Science-Fiction Thriller Horreur,,0.0,0.0,1189.0,6.6,,,2021
2476,Ozi - Voice of the Forest,Animation,,40000000.0,0.0,0.0,,,,2024
2477,P.E.N.S.,Documentaire,,50000.0,0.0,0.0,,,,2021
2478,PAW Patrol: Jet to the Rescue,Familial Animation,,0.0,0.0,151.0,7.0,,,2020
2479,Paani Ch Madhaani,Comédie Romance,,0.0,226378.0,1.0,7.0,,,2021
2480,Pacto de Fuga,Drame Thriller,,0.0,0.0,81.0,7.7,,,2020
2481,Paddington au Pérou,Comédie Familial Aventure,"United Kingdom, Japan",90000000.0,170116764.0,421.0,6.88,Dougal Wilson,"Ben Whishaw, Hugh Bonneville, Emily Mortimer, Samuel Joslin, Madeleine Harris",2024
2482,Padre no hay más que uno 2: la llegada de la suegra,Comédie Familial,Spain,4000000.0,14871307.0,1030.0,7.52,Santiago Segura,"Santiago Segura, Toni Acosta, Martina D’Antiochia, Calma Segura, Luna Fulgencio",2020
2483,Padre no hay más que uno 3,Comédie Familial,"Spain, United States of America",0.0,0.0,256.0,7.57,Santiago Segura,"Santiago Segura, Toni Acosta, Martina D’Antiochia, Calma Segura, Luna Fulgencio",2022
2484,Pain Hustlers,Drame Policier,,0.0,0.0,157.0,6.62,,,2023
2485,Paint Until Dawn: a documentary on art in the life of James Gahagan,Documentaire,,78800.0,0.0,0.0,,,,2020
2486,Paintball Massacre,Horreur Thriller Comédie,,125000.0,0.0,28.0,6.1,,,2020
2487,Pakka Commercial,Comédie Policier Action,,3771663.0,0.0,4.0,4.9,,,2022
2488,Palm Springs,Comédie Romance Science-Fiction,United States of America,5000000.0,1818417.0,5835.0,7.34,Max Barbakow,"Andy Samberg, Cristin Milioti, J.K. Simmons, Peter Gallagher, Meredith Hagner",2020
2489,Palmer,Drame,United States of America,0.0,0.0,2775.0,8.09,Fisher Stevens,"Justin Timberlake, Ryder Allen, Juno Temple, Alisha Wainwright, June Squibb",2021
2490,Panama,Thriller Action,"Puerto Rico, United States of America",0.0,0.0,256.0,5.3,Mark Neveldine,"Cole Hauser, Mel Gibson, Kate Katzman, Charlie Weber, Jackie Cruz",2022
2491,Pancrase Hybrid History,Documentaire,,2000000.0,0.0,0.0,,,,2021
2492,Panghrun,Drame Romance,,661839.0,132367.0,0.0,,,,2022
2493,Paper Champions,Comédie,,1007750.0,0.0,1.0,10.0,,,2020
2494,Paper Lives,Drame,,0.0,0.0,305.0,8.1,,,2021
2495,Papi Sitter,Comédie,,0.0,0.0,396.0,6.14,Philippe Guillard,"Gérard Lanvin, Olivier Marchal, Camille Aguilar",2020
2496,Para toda la muerte,Comédie,,0.0,77942.0,14.0,5.2,,,2020
2497,Paradise City,Action Policier Thriller,,20000000.0,0.0,69.0,5.7,,,2022
2498,Paradise Drifters,Drame,,800000.0,0.0,3.0,5.3,,,2020
2499,Paradise Highway,Thriller Policier Drame,,0.0,0.0,54.0,5.93,,,2022
2500,Paradise is Burning,Drame,,2860000.0,0.0,0.0,,,,2023
2501,Parallel Heroes,Action Fantastique Science-Fiction,,15400000.0,0.0,0.0,,,,2023
2502,Paranormal Activity: Next of Kin,Horreur Mystère,"Germany, United States of America",0.0,0.0,1274.0,6.12,William Eubank,"Emily Bader, Ari Notartomaso, Alexa Shae Niziak, Dan Lippert, Kyli Zion",2021
2503,"Paris, 13th District",Drame Romance,,0.0,2200000.0,135.0,7.0,,,2022
2504,Party of Fools,Thriller Historique Drame,,6000000.0,0.0,0.0,,,,2024
2505,Passing,Drame,,0.0,0.0,243.0,6.4,,,2021
2506,Past Lives - Nos vies d’avant,Drame Romance,"South Korea, United States of America",12000000.0,28126646.0,2615.0,7.78,Celine Song,"Greta Lee, 유태오, John Magaro, 문승아, 임승민",2023
2507,Pathaan,Action Aventure Thriller,,63000000.0,112000000.0,35.0,7.9,,,2023
2508,Patrick & Sebastien Vs The Fake News,Comédie Drame,,0.0,0.0,71.0,3.9,,,2021
2509,Pauvres créatures,Science-Fiction Romance Comédie,"Ireland, United Kingdom, United States of America",35000000.0,117607117.0,8178.0,7.73,Yorgos Lanthimos,"Emma Stone, Mark Ruffalo, Willem Dafoe, Ramy Youssef, Christopher Abbott",2023
2510,Paw Patrol. Mission Xmas,Animation,,0.0,316420.0,0.0,,,,2022
2511,Paws of Fury: The Legend of Hank,Animation Action Aventure Comédie Familial Western,,45000000.0,41800000.0,216.0,6.82,,,2022
2512,Payne & Redemption,Policier Drame Horreur Thriller,,140000.0,0.0,0.0,,,,2022
2513,Peaceful,Drame,,0.0,0.0,930.0,7.26,Emmanuelle Bercot,"Catherine Deneuve, Benoît Magimel, Gabriel A. Sara",2021
2514,Pearl,Horreur Drame Thriller,United States of America,1000000.0,10139416.0,3583.0,7.24,Ti West,"Mia Goth, David Corenswet, Tandi Wright, Matthew Sunderland, Emma Jenkins-Purro",2022
2515,Pelican Blood,Drame,,2000000.0,0.0,20.0,6.3,,,2020
2516,Pelé,Documentaire,,0.0,0.0,149.0,7.5,,,2021
2517,Penance Lane,Horreur,,0.0,0.0,55.0,5.8,,,2020
2518,Penduko,Action Aventure Fantastique,,1967354.0,0.0,0.0,,,,2023
2519,Pengantin Iblis,Horreur Thriller,Indonesia,0.0,340393.0,11.0,6.32,Azhar Kinoi Lubis,"Taskya Namya, Wafda Saifan Lubis, Arla Ailani, Givina Lukita, Bukie B. Mansyur",2025
2520,Penguin Bloom,Drame,,0.0,0.0,231.0,7.1,,,2021
2521,Peninsula,Action Horreur Thriller Aventure,South Korea,17000000.0,42698327.0,4466.0,6.75,Yeon Sang-ho,"Dong-won Gang, 이정현, Re Lee, 권해효, 김민재",2020
2522,People You May Know,Documentaire,,500000.0,0.0,3.0,5.3,,,2020
2523,Per tutta la vita,Romance Comédie Drame,,0.0,0.0,78.0,5.9,,,2021
2524,Perce-oreille,Drame Comédie Romance,,65000.0,0.0,1.0,6.0,,,2021
2525,Percy,Drame,,0.0,0.0,78.0,6.8,,,2020
2526,Perfect Addiction,Drame Romance,"Germany, Switzerland, United States of America",0.0,0.0,564.0,6.79,Castille Landon,"Kiana Madeira, Ross Butler, Matthew Noszka, Bree Winslow, Nicholas Duvernay",2023
2527,Perfect Days,Drame,"Germany, Japan",14000000.0,24094016.0,1515.0,7.76,Wim Wenders,"役所広司, 柄本時生, Arisa Nakano, 山田 葵, 麻生祐未",2023
2528,Perfect Strangers,Comédie Drame,,0.0,0.0,57.0,6.4,Wissam Smayra,"Nadine Labaki, Mona Zaki, Eyad Nassar",2022
2529,Perfumes,Comédie Drame,,0.0,0.0,107.0,6.3,,,2020
2530,Persian Lessons,Guerre Drame,,0.0,3825668.0,298.0,7.7,,,2020
2531,Persona,Documentaire,,1432198.0,0.0,0.0,,,,2021
2532,Personne ne sort d'ici vivant,Horreur Thriller Mystère,"Romania, United States of America",0.0,0.0,1177.0,5.87,Santiago Menghini,"Cristina Rodlo, Marc Menchaca, David Figlioli, Claudia Coulter, David Barrera",2021
2533,Persuasion,Romance Drame Comédie,,0.0,0.0,425.0,5.94,,,2022
2534,Pet Sematary: Bloodlines,Horreur Fantastique,,0.0,0.0,326.0,5.74,,,2023
2535,Pete Davidson: Alive from New York,Comédie,,0.0,0.0,61.0,6.2,,,2020
2536,Peter Pan et Wendy,Familial Fantastique Action Aventure,"Canada, United States of America",0.0,0.0,1081.0,5.57,David Lowery,"Alexander Molony, Ever Anderson, Jude Law, Yara Shahidi, Alyssa Wapanatâhk",2023
2537,Peter Pan's Neverland Nightmare,Horreur Thriller Fantastique,United Kingdom,250000.0,1196497.0,117.0,5.8,Scott Chambers,"Megan Placito, Martin Portlock, Kit Green, Peter DeSouza-Feighoney, Teresa Banham",2025
2538,Peter von Kant,Drame Romance,,0.0,0.0,54.0,5.58,,,2022
2539,Petit Jésus,Comédie,,3100000.0,0.0,0.0,,,,2023
2540,Petit Panda en Afrique,Animation Aventure Comédie Familial,"Denmark, Estonia, France, Germany, Netherlands",10000000.0,5514627.0,55.0,6.9,"Karsten Kiilerich, Richard Claus","Yootha Wong-Loi-Sing, Maurits Delchot, Georgina Verbaan, Namisa Mdalose, Silas Lekgoathi",2024
2541,Petite Maman,Drame Fantastique Familial,,3100000.0,1024575.0,233.0,7.1,,,2021
2542,"Phineas et Ferb, le film : Candice face à l’univers",Familial Animation Science-Fiction Comédie TV Movie,United States of America,0.0,0.0,702.0,7.28,"Dan Povenmire, Bob Bowen","Ashley Tisdale, Vincent Martella, David Errigo Jr., Dan Povenmire, Olivia Olson",2020
2543,Photocopier,Drame Mystère Thriller,,0.0,0.0,234.0,7.0,,,2021
2544,Pieces of a Woman,Drame,,0.0,0.0,1043.0,7.1,Kornél Mundruczó,"Vanessa Kirby, Shia LaBeouf, Ellen Burstyn",2020
2545,Pierre Lapin 2 : Panique en ville,Familial Comédie Aventure Animation Fantastique,"Australia, United States of America",45000000.0,153000000.0,1492.0,7.15,Will Gluck,"James Corden, Rose Byrne, Domhnall Gleeson, David Oyelowo, Margot Robbie",2021
2546,Pig,Drame Thriller Mystère,"United Kingdom, United States of America",3000000.0,4638959.0,2534.0,6.9,Michael Sarnoski,"Nicolas Cage, Alex Wolff, Adam Arkin, Nina Belforte, Gretchen Corbett",2021
2547,Piggy,Thriller Drame Horreur,,2400000.0,380512.0,287.0,6.6,Carlota Pereda,"Laura Galán, Richard Holmes, Carmen Machi",2022
2548,Pil's Adventures,Animation Aventure Fantastique Comédie Familial,,0.0,6813652.0,144.0,6.75,,,2021
2549,Pink Lake,Drame,,100000.0,0.0,0.0,,,,2022
2550,Pinocchio,Fantastique Aventure Familial,United States of America,0.0,0.0,3207.0,6.34,Robert Zemeckis,"Joseph Gordon-Levitt, Tom Hanks, Benjamin Evan Ainsworth, Angus Wright, Cynthia Erivo",2022
2551,Pinocchio par Guillermo del Toro,Animation Fantastique Drame Familial Musique Aventure,United States of America,35000000.0,0.0,5855.0,8.08,"Mark Gustafson, Guillermo del Toro","Ewan McGregor, David Bradley, Gregory Mann, Burn Gorman, Ron Perlman",2022
2552,Pippa,Guerre Drame,,9000000.0,0.0,0.0,,,,2023
2553,Pixie,Comédie Policier Thriller,,0.0,479317.0,65.0,5.9,Barnaby Thompson,"Olivia Cooke, Fra Fee, Rory Fleck Byrne",2020
2554,Piège en altitude,Action Thriller Policier,South Korea,0.0,14602614.0,112.0,6.5,Kim Sung-han,"Ha Jeong-Woo, Yeo Jin-gu, Sung Dong-il, Soo-bin Chae, Moon Yu-kang",2024
2555,Piégé,Thriller Horreur,"United States of America, Canada, Czech Republic",0.0,3.0,212.0,6.3,David Yarovesky,"Bill Skarsgård, Anthony Hopkins, Ashley Cartwright, Michael Eklund, Navid Charkhi",2025
2556,Piégés dans La Savane,Action Thriller Horreur,United States of America,0.0,0.0,319.0,6.14,Mukunda Michael Dewil,"Ryan Phillippe, Emile Hirsch, Mena Suvari, Dylan Flashner, Tristan Thompson",2024
2557,Plan 75,Drame Science-Fiction,,0.0,0.0,76.0,6.77,,,2022
2558,Plan A,Thriller Drame,,0.0,0.0,69.0,6.1,,,2021
2559,Plan B,Comédie,,0.0,0.0,56.0,6.3,,,2021
2560,Planet Dune,Science-Fiction Horreur Aventure,,0.0,0.0,53.0,4.99,,,2021
2561,Plankton : Le film,Animation Aventure Comédie Familial Fantastique,United States of America,0.0,0.0,112.0,6.81,Dave Needham,"Mr. Lawrence, Jill Talley, Tom Kenny, Bill Fagerbakke, Rodger Bumpass",2025
2562,Playground,Drame,,1183025.0,0.0,95.0,7.3,Laura Wandel,"Maya Vanderbeque, Günter Duret, Elsa Laforge",2021
2563,Playing with Sharks,Documentaire,,0.0,61404.0,8.0,7.6,,,2021
2564,Pleasure,Drame,"France, Netherlands, Sweden",1800000.0,393824.0,1099.0,6.3,Ninja Thyberg,"Sofia Kappel, Zelda Morrison, Tee Reel, Evelyn Claire, Chris Cock",2021
2565,Poker Face,Mystère Thriller Policier Action,,0.0,0.0,126.0,5.8,,,2022
2566,"Pokémon, le film : Les secrets de la jungle",Animation Aventure Familial Science-Fiction Action Fantastique,Japan,0.0,21097921.0,297.0,7.12,矢嶋哲生,"Rica Matsumoto, Ikue Ôtani, 上白石萌歌, Megumi Hayashibara, Shin-ichiro Miki",2020
2567,Police X Heroine Lovepatrina! Movie Version ~Challenge from a Phantom Thief! Let's Arrest with Love and a Pat!~,Fantastique Science-Fiction Aventure,,0.0,542849.0,0.0,,,,2021
2568,Polite Society,Comédie Action Drame,United Kingdom,0.0,0.0,183.0,6.37,Nida Manzoor,"Priya Kansara, Ritu Arya, Shobu Kapoor, Ella Bruccoleri, Seraphina Beh",2023
2569,Poly,Familial Aventure,,0.0,5236154.0,225.0,6.0,Nicolas Vanier,"François Cluzet, Julie Gayet, Patrick Timsit",2020
2570,Poolman,Mystère Comédie,,10000000.0,158933.0,18.0,4.8,,,2024
2571,Pop Verve,Comédie,,100000.0,0.0,0.0,,,,2020
2572,Popeye the Slayer Man,Horreur,United States of America,0.0,0.0,106.0,5.92,Robert Michael Ryan,"Sean Michael Conway, Elena Juliano, Jason Robert Stephens, Mabel Thomas, Marie-Louise Boisnier",2025
2573,Poran,Romance Drame,,88000.0,0.0,2.0,6.8,,,2022
2574,Posies,Horreur,,140000.0,0.0,1.0,7.0,,,2021
2575,Possessor,Horreur Thriller Science-Fiction,"Australia, Canada, United Kingdom, United States of America",2500000.0,911000.0,1568.0,6.36,Brandon Cronenberg,"Andrea Riseborough, Christopher Abbott, Jennifer Jason Leigh, Sean Bean, Tuppence Middleton",2020
2576,Post Mortem,Horreur Mystère Thriller,,0.0,0.0,136.0,6.9,,,2021
2577,Potworny,Horreur Mystère Thriller,,0.0,138450.0,195.0,6.1,,,2022
2578,Pourquoi je vis,TV Movie Musique Drame,,0.0,0.0,61.0,7.0,,,2020
2579,Power Corrupts,,,100000.0,0.0,0.0,,,,2020
2580,Power of Love,Thriller Drame,,2158000.0,0.0,75.0,0.0,Jonas Rothlaender,"Saara Kotkaniemi, Outi Mäenpää, Nicola Perot",2023
2581,Pray Away,Documentaire,,0.0,0.0,70.0,6.96,Kristine Stolakis,"Yvette Cantu Schneider, Michael Bussee, John Paulk",2021
2582,Prayers for the Stolen,Drame,,0.0,0.0,102.0,7.8,Tatiana Huezo,"Memo Villegas, Norma Pablo, Mayra Batalla",2021
2583,Predator : Killer of Killers,Animation Horreur Science-Fiction Action Thriller Aventure,United States of America,0.0,0.0,649.0,7.97,Dan Trachtenberg,"Lindsay LaVanchy, Louis Ozawa, Rick Gonzalez, Michael Biehn, Doug Cockle",2025
2584,Presence,Horreur Thriller Drame,United States of America,2000000.0,10498407.0,398.0,5.99,Steven Soderbergh,"Callina Liang, Lucy Liu, Chris Sullivan, Eddy Maday, West Mulholland",2024
2585,Presences,Horreur,,0.0,0.0,110.0,6.9,,,2022
2586,Presidents,Comédie,,0.0,0.0,113.0,5.4,,,2021
2587,Press Play,Musique Romance Science-Fiction,,0.0,0.0,50.0,6.7,Greg Björkman,"Lewis Pullman, Danny Glover, Matt Walsh",2022
2588,Pretty Guardian Sailor Moon Eternal The Movie Part 1,Animation Action Fantastique,,0.0,0.0,139.0,7.9,,,2021
2589,Pretty Guardian Sailor Moon Eternal The Movie Part 2,Animation Action Aventure Comédie Drame Fantastique Romance,,0.0,0.0,126.0,8.1,,,2021
2590,Prey,Thriller Action Science-Fiction,United States of America,65000000.0,0.0,12335.0,7.73,Dan Trachtenberg,"Amber Midthunder, Dakota Beavers, Michelle Thrush, Stormee Kipp, Julian Black Antelope",2022
2591,Prey,Thriller,,0.0,0.0,284.0,7.1,Dan Trachtenberg,"Amber Midthunder, Dakota Beavers, Dane DiLiegro",2021
2592,Prime Time,Drame Thriller,,0.0,0.0,83.0,5.2,Jakub Piatek,"Bartosz Bielenia, Magdalena Poplawska, Andrzej Klak",2021
2593,Priscilla,Drame Romance,"Italy, United States of America",20000000.0,30140906.0,909.0,6.79,Sofia Coppola,"Cailee Spaeny, Jacob Elordi, Ari Cohen, Dagmara Dominczyk, Tim Post",2023
2594,Prison 77,Drame,,0.0,0.0,57.0,7.5,,,2022
2595,Prisoners of the Ghostland,Action Fantastique Horreur,,0.0,0.0,425.0,5.2,,,2021
2596,Prisonnier des abysses,Drame Thriller,"United Kingdom, United States of America",23800000.0,22761967.0,340.0,6.97,Alex Parkinson,"Woody Harrelson, Simu Liu, Finn Cole, Cliff Curtis, Mark Bonnar",2025
2597,Priyappettavar,Drame Guerre,,420000.0,69000.0,0.0,,,,2021
2598,Profession Tueur 2,Action Comédie Policier,United Kingdom,0.0,0.0,253.0,6.72,"Harry Kirby, George Kirby","Scott Adkins, Ray Stevenson, Perry Benson, Sarah Chang, Andy Long Nguyen",2022
2599,Project 'Gemini',Science-Fiction Horreur,,6000000.0,211674.0,409.0,5.8,,,2022
2600,Project Power,Action Policier Science-Fiction,United States of America,0.0,0.0,5457.0,6.47,"Ariel Schulman, Henry Joost","Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback, Rodrigo Santoro, Courtney B. Vance",2020
2601,Project Silence,Thriller Action Horreur Science-Fiction Aventure,South Korea,14750000.0,6283415.0,347.0,6.99,Kim Tae-gon,"Sun-kyun Lee, Ji-hoon Ju, Hee-won Kim, Seong-kun Mun, Soo-jung Ye",2024
2602,Projet Wolf Hunting,Action Thriller Horreur Policier,South Korea,9000000.0,20541.0,484.0,6.42,김홍선,"Seo In-guk, 장동윤, 박호산, 정소민, Ko Chang-seok",2022
2603,Prom Pact,Romance Comédie,,0.0,0.0,70.0,7.38,,,2023
2604,Promises,Drame,,0.0,0.0,458.0,6.5,Amanda Sthers,"Pierfrancesco Favino, Kelly Reilly, Jean Reno",2022
2605,Promising Young Woman,Thriller Policier Drame,United States of America,10000000.0,20379604.0,5844.0,7.45,Emerald Fennell,"Carey Mulligan, Bo Burnham, Alison Brie, Clancy Brown, Jennifer Coolidge",2020
2606,Proximity,Science-Fiction Drame,United States of America,0.0,0.0,504.0,6.44,Eric Demeusy,"Ryan Masson, Highdee Kuan, Christian Prentice, Shaw Jones, Nomi Abadi",2020
2607,Psych 2: Lassie Come Home,Comédie Policier,,0.0,0.0,91.0,7.36,,,2020
2608,Psych 3: This Is Gus,Comédie Policier Mystère TV Movie,,0.0,0.0,85.0,6.7,,,2021
2609,Psycho Goreman,Science-Fiction Comédie Horreur,,1700000.0,95384.0,272.0,6.3,Steven Kostanski,"Nita-Josée Hanna, Owen Myre, Matthew Ninaber",2020
2610,Psycho-Pass 3: First Inspector,Science-Fiction Action Policier Animation,,0.0,757096.0,70.0,7.7,"Akie Ishii, Naoyoshi Shiotani","Yûki Kaji, Yûichi Nakamura, Kana Hanazawa",2020
